"","nct_id","...1","nlm_download_date_description","study_first_submitted_date","results_first_submitted_date","disposition_first_submitted_date","last_update_submitted_date","study_first_submitted_qc_date","study_first_posted_date","study_first_posted_date_type","results_first_submitted_qc_date","results_first_posted_date","results_first_posted_date_type","disposition_first_submitted_qc_date","disposition_first_posted_date","disposition_first_posted_date_type","last_update_submitted_qc_date","last_update_posted_date","last_update_posted_date_type","start_month_year","start_date_type","start_date","verification_month_year","verification_date","completion_month_year","completion_date_type","completion_date","primary_completion_month_year","primary_completion_date_type","primary_completion_date","target_duration","study_type","acronym","baseline_population","brief_title","official_title","overall_status","last_known_status","phase","enrollment","enrollment_type","source","limitations_and_caveats","number_of_arms","number_of_groups","why_stopped","has_expanded_access","expanded_access_type_individual","expanded_access_type_intermediate","expanded_access_type_treatment","has_dmc","is_fda_regulated_drug","is_fda_regulated_device","is_unapproved_device","is_ppsd","is_us_export","biospec_retention","biospec_description","ipd_time_frame","ipd_access_criteria","ipd_url","plan_to_share_ipd","plan_to_share_ipd_description","created_at","updated_at","Countries_name","reported_race","start_year","countries","id","description","agency_class","funding","phase_2","phase_binary","reported_race_2","reported_race_3","multiple_locations","bi_year","N_total","N_binary","Location_Black_Percent","Nature","Nature_2","Mean_Trips","Mean_Vehicles","Mean_Cost","Mean_Black_highschool","Mean_Black_bachelor","Mean_Computer","Mean_Internet","Mean_insurance","Mean_uninsured","Median_Black_Income","state","body_count","Mean_body_count","Mean_hours_work_Black","Mean_weeks_unemployed_black_2","Median_weeks_unemployed_black_2","Mean_housing_units","Mean_homeowner_rates","Mean_poverty_rates","diverse_index","Mean_Religious","State_politics","N_total_quartile","start_year_quartile","Location_Black_Percent_quartile","Mean_Trips_quartile","Mean_Vehicles_quartile","Mean_Cost_quartile","Mean_Black_highschool_quartile","Mean_Black_bachelor_quartile","Mean_Computer_quartile","Mean_Internet_quartile","Mean_insurance_quartile","Median_Black_Income_quartile","Mean_body_count_quartile","Mean_weeks_unemployed_black_2_quartile","Mean_housing_units_quartile","Mean_homeowner_rates_quartile","Mean_poverty_rates_quartile","Mean_Religious_quartile","Mean_Computer_Overtime","Mean_Internet_Overtime","Mean_Highschool_Overtime","Mean_Bachelor_Overtime","Mean_Employment_Overtime","Mean_Homeownership_Overtime","Mean_Housing_Overtime","Mean_Insurance_Overtime","Mean_MedianIncome_Overtime","Mean_body_Overtime","Mean_Population_Overtime","Mean_Poverty_Overtime","Mean_Transport_Overtime","Mean_Computer_Overtime_quartile","Mean_Internet_Overtime_quartile","Mean_Highschool_Overtime_quartile","Mean_Bachelor_Overtime_quartile","Mean_Employment_Overtime_quartile","Mean_Homeownership_Overtime_quartile","Mean_Housing_Overtime_quartile","Mean_Insurance_Overtime_quartile","Mean_MedianIncome_Overtime_quartile","Mean_body_Overtime_quartile","Mean_Population_Overtime_quartile","Mean_Poverty_Overtime_quartile","Mean_Transport_Overtime_quartile"
"381","NCT01094366",796,"ClinicalTrials.gov processed this data on June 30, 2020",2010-03-25,NA,NA,2019-12-24,2010-03-25,2010-03-26,"Estimate",NA,NA,NA,NA,NA,NA,2019-12-24,2019-12-27,"Actual",2010-04-01,NA,2010-04-30,2019-12-01,2019-12-31,2012-11-01,"Actual",2012-11-30,2010-10-01,"Actual",2010-10-31,NA,"Interventional",NA,NA,"Paracervical Block for Pain Control in First Trimester Abortion","An Evaluation of the Paracervical Block for Pain Control in First Trimester Surgical Abortion","Completed",NA,"Phase 4",121,"Actual","Oregon Health and Science University",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:08:47,2020-07-01 15:08:47,"United States",1,2010,"North America",4977127,"
      Many woman undergoing a surgical abortion receive a paracervical nerve block for pain
      reduction, in which lidocaine (a numbing medication) is injected around the cervix. These
      injections numb the cervix and possibly the lower part of the uterus. However, the injection
      can be uncomfortable and it is not well known whether it is effective in reducing pain. The
      purpose of this study is to determine the level of pain women experience with a surgical
      abortion and the effect that paracervical block might have on that pain.
","Other","Non-Industry","Phase 4","Late Phase","1","1","no","Before",120,"small",0.0191,"NON-PROFIT","Non-Government",29.9686163978885,2691,21.7010141509434,88.5981383084975,27.5718109544165,94.3852426028864,88.1124219799947,92.8,7.2,41773,"Oregon","18",18,38.7,NA,NA,1808465,62.375,10.6,"0",0.48,"D","2","2","0","2","0","1","2","3","3","2","2","1","0",NA,"0","1","0","0",87,70.5,89.3255,18.3022,47.8,66.25,1677303,83.979927418,50602,2,66777,14.3,14.574172019163,"2","1","3","1","0","1","0","1","1","0","0","2","3"
"382","NCT01094522",797,"ClinicalTrials.gov processed this data on June 30, 2020",2010-03-25,2017-07-11,NA,2017-08-17,2010-03-25,2010-03-29,"Estimate",2017-07-11,2017-08-09,"Actual",NA,NA,NA,2017-08-17,2017-09-18,"Actual",2010-03-01,NA,2010-03-31,2017-08-01,2017-08-31,2012-06-01,"Actual",2012-06-30,2012-06-01,"Actual",2012-06-30,NA,"Interventional",NA,NA,"Measuring the Amount of Methadone or Morphine in the Blood of Neonates, Infants & Children After Cardiac Surgery.","A Randomized, Double-blind, Controlled, Multi-site Study of the Pharmacokinetics and Pharmacodynamics of Methadone vs. Morphine During Mechanical Ventilation Following Cardiac Surgery in Neonates, Infants and Children","Completed",NA,"Phase 1/Phase 2",47,"Actual","Stanford University",NA,2,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:08:46,2020-07-01 15:08:46,"United States",0,2010,"North America",4977115,"
      Study Population:

      Neonates, infants and children from birth to 5 years of age undergoing cardiac surgery with
      CPB.

      The use of methadone to provide analgesia may be increasing due to advantages compared to
      other commonly used opioid analgesic drugs. While efficacy of methadone has been reported in
      adults, there is a paucity of information in neonates and infants. In the latter population,
      fentanyl and morphine are most commonly used for opioid analgesia following major surgery,
      while methadone is frequently used for weaning of opioid dependent and tolerant patients, in
      spite of the paucity of knowledge of methadone pharmacology in this population. There are
      several clinical problems associated with fentanyl and morphine, and methadone may offer
      superior efficacy with fewer side effects than these agents. We propose to study the
      pharmacokinetics (PK) and pharmacodynamics (PD) of methadone in neonates and infants in the
      intensive care unit following cardiac surgery.
","Other","Non-Industry","Phase 1/Phase 2","Early Phase","0","0","yes","Before",40,"small",0.0395333333333333,"Mixed","Non-Government",28.7164955840917,10067,22.1768625951139,89.9966451914108,27.7334093552687,94.4869867389044,88.9986889682816,92.3666666666667,7.63333333333333,48429,"California,Colorado,Oregon","808,52,18",292.666666666667,38.5333333333333,24.2,11.1,6212988.33333333,60.65,10.6666666666667,"0",0.48,"D","1","2","0","2","2","1","3","3","3","3","2","2","1","2","2","0","1","0",84.2333333333333,68.1333333333333,86.8851,20.2748666666667,52.6,63.625,5860154,83.9049415363333,55039.3333333333,10.6666666666667,803597,14.3,12.8006924094882,"1","0","2","2","1","1","2","1","2","1","0","2","3"
"383","NCT01094574",798,"ClinicalTrials.gov processed this data on June 30, 2020",2010-03-02,2016-06-28,NA,2017-01-04,2010-03-25,2010-03-29,"Estimate",2017-01-04,2017-02-24,"Actual",NA,NA,NA,2017-01-04,2017-02-24,"Actual",2010-01-01,NA,2010-01-31,2017-01-01,2017-01-31,2010-08-01,"Actual",2010-08-31,2010-06-01,"Actual",2010-06-30,NA,"Interventional",NA,NA,"Evaluation of Propranolol's Effect on Pain and Inflammation.","Investigation of Analgesic and Anti-inflammatory Effects of Beta-adrenergic Antagonist Propranolol","Completed",NA,"N/A",10,"Actual","Stanford University",NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Individual participant data will not be shared.",2020-07-01 15:08:44,2020-07-01 15:08:44,"United States",0,2010,"North America",4977111,"
      Previous studies have shown that the beta-adrenergic system plays a role in processing pain
      and the expression of hyperalgesia. Recent studies have investigated the analgesic effects,
      and potential anti-hyperalgesic effects (using a model of opioid induced (OIH) hyperalgesia)
      of propranolol, a beta adrenergic antagonist. We plan to further investigate the analgesic
      effects, and the potential anti inflammatory effects, of propranolol and compare those
      effects to alfentanil, an opioid of known effect, and placebo
","Other","Non-Industry",NA,NA,"0","0","no","Before",10,"small",0.0579,"PROPRIETARY","Non-Government",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"0",0.49,"D","0","2","0","2","3","2","3","3","3","3","1","3","3","2","3","0","2","0",83.6,64.9,81.0994,19.2392,48.6,56.1,13688147,80.617178135,54283,29,2154356,16.3,14.2617707647834,"1","0","0","1","0","0","3","0","2","3","2","3","3"
"384","NCT01094782",799,"ClinicalTrials.gov processed this data on June 30, 2020",2010-03-19,2018-04-10,NA,2020-02-18,2010-03-26,2010-03-29,"Estimate",2018-05-30,2018-07-02,"Actual",NA,NA,NA,2020-02-18,2020-02-26,"Actual",2010-01-01,"Actual",2010-01-31,2020-02-01,2020-02-29,2020-12-01,"Anticipated",2020-12-01,2016-06-01,"Actual",2016-06-30,NA,"Interventional",NA,NA,"Evaluating the Effect of Acupuncture on Pain Relief Using Quantitative Sensory Testing (QST)","Evaluating the Effect of Acupuncture on Pain Relief Using QST","Active, not recruiting",NA,"N/A",254,"Actual","Massachusetts General Hospital",NA,6,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:08:43,2020-07-01 15:08:43,"United States",0,2010,"North America",4977095,"
      The purpose of this study is to explore a new approach in assessing the effectiveness of
      acupuncture therapy in the treatment chronic pain conditions.
","Other","Non-Industry",NA,NA,"0","0","no","Before",248,"small",0.0763,"NON-PROFIT","Non-Government",58.5333760063061,4954,20.3650436363636,86.6488909743447,30.2046212572762,92.5748748513401,88.2491152808066,97,3,51842,"Massachusetts","45",45,39.3,23.6,13.5,2928732,61.325,9.8,"1",0.33,"D","3","2","1","3","1","0","1","3","2","3","3","3","0","1","0","0","0","0",85.8,73.6,89.054,22.2431,58.7,65.375,2809885,94.462785155,60934,2,410795,10.9,9.2587366295912,"1","1","3","2","2","1","1","3","3","0","0","0","2"
"385","NCT01096628",800,"ClinicalTrials.gov processed this data on June 30, 2020",2010-03-29,NA,NA,2014-01-30,2010-03-30,2010-03-31,"Estimate",NA,NA,NA,NA,NA,NA,2014-01-30,2014-01-31,"Estimate",2010-03-01,NA,2010-03-31,2014-01-01,2014-01-31,2013-12-01,"Actual",2013-12-31,2013-12-01,"Actual",2013-12-31,NA,"Interventional",NA,NA,"Chiropractic and Exercise for Low Back Pain in Adolescents","Chiropractic and Exercise for Low Back Pain in Adolescents","Completed",NA,"Phase 2/Phase 3",185,"Actual","Northwestern Health Sciences University",NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:08:24,2020-07-01 15:08:24,"United States",0,2010,"North America",4976953,"
      Recent research has confirmed that low back pain (LBP) is a significant health problem not
      only for adults, but also for children and adolescents. Given the enormous social and
      economic costs associated with LBP, it is critical that attempts be made to decrease the
      burden of LBP for patients and society.

      The primary aim of this project is to determine the relative clinical effectiveness of 3
      months of chiropractic care and supervised exercise versus supervised exercise in 184
      adolescents with sub-acute recurrent, or chronic LBP. Relative effectiveness will be
      evaluated in the short, intermediate and long term using pain as the primary outcome measure.
      Secondary aims are to assess group differences in patient self-reported disability, quality
      of life, perceived improvement, satisfaction, activity levels, lumbar dynamic motion, and
      trunk muscle endurance. Patients' and caregivers' perceptions of treatment using qualitative
      interviews will also be assessed.
","Other","Non-Industry","Phase 2/Phase 3","Early Phase","0","0","yes","Before",143,"small",0.0416,"PROPRIETARY","Non-Government",24.2657491574982,2941.5,20.3556369605292,85.1709476909273,25.2975339538704,93.5221682525374,87.7896777512666,93.95,6.05,39792,"Minnesota,Oregon","71,18",44.5,38.6,13.4,7.3,2143109,66.9,9.65,"0",0.485,"Mixed","2","2","0","2","0","0","0","3","3","2","2","1","0","0","0","2","0","0",85.8,70.35,90.7253,20.0749,51.6,69.425,2012998,87.128292624,51461.5,2,167591.5,12.55,11.2060963776104,"1","1","3","2","0","2","0","1","1","0","0","1","3"
"386","NCT01098747",803,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-01,2012-07-12,2011-05-25,2012-07-12,2010-04-01,2010-04-05,"Estimate",2012-07-12,2012-08-17,"Estimate",2011-05-25,2011-06-02,"Estimate",2012-07-12,2012-08-17,"Estimate",2010-04-01,NA,2010-04-30,2012-07-01,2012-07-31,2010-08-01,"Actual",2010-08-31,2010-07-01,"Actual",2010-07-31,NA,"Interventional",NA,NA,"Study Evaluating A Novel Ibuprofen Formulation In The Treatment Of Dental Pain","Evaluation Of The Efficacy Of A Novel Ibuprofen Formulation In The Treatment Of Post-Surgical Dental Pain: Study I","Completed",NA,"Phase 3",335,"Actual","Pfizer",NA,4,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:07:46,2020-07-01 15:07:46,"United States",1,2010,"North America",4976795,"
      This study will compare the pain relieving effect of a single-dose of a novel ibuprofen
      formulation to placebo and two formulations of standard ibuprofen in the treatment of
      post-surgical dental pain following ""wisdom"" tooth (third molar) removal.
","Industry","Industry","Phase 3","Late Phase","1","1",NA,"Before",316,"large",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","NCT01100437",804,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-07,2012-02-27,NA,2012-07-05,2010-04-07,2010-04-09,"Estimate",2012-02-27,2012-03-28,"Estimate",NA,NA,NA,2012-07-05,2012-07-13,"Estimate",2010-04-01,NA,2010-04-30,2011-11-01,2011-11-30,2011-03-01,"Actual",2011-03-31,2011-03-01,"Actual",2011-03-31,NA,"Interventional",NA,NA,"Safety Study to Assess Opiate Withdrawal Signs and Symptoms in Opioid Dependent Patients","A Single-Center, Randomized, Double-Blind, Two-Way Crossover Study to Evaluate Whether a Single-Dose Administration of Crushed and Whole EMBEDA Induces Clinical Opiate Withdrawal Signs and Symptoms in Opioid-Dependent Patients With Chronic, Non-Cancer Pain Who Are Stabilized on EMBEDA¿","Terminated",NA,"Phase 4",14,"Actual","Pfizer","Sponsor terminated study early on 10-Mar-2011.",2,NA,"See termination reason in detailed description.",FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:07:27,2020-07-01 15:07:27,"United States",0,2010,"North America",4976667,"
      This study will evaluate whether crushed EMBEDA capsules induce clinical opiate withdrawal
      signs and symptoms in opioid-dependent patients with chronic non-cancer pain who are
      stabilized on EMBEDA.
","Industry","Industry","Phase 4","Late Phase","0","0","no","Before",14,"small",0.0119,"GOVERNMENT","Government",15.8792544036682,1574,23.1071315789474,88.5118676712174,22.4551067807172,96.2726626555477,90.2608895874421,90.3,9.7,41752,"Utah","14",14,39.6,NA,NA,1133521,71.825,7.9,NA,0.64,"R","0","2","0","1","0","2","2","1","3","3","1","1","0",NA,"0","3","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","NCT01106404",806,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-02,2012-01-12,NA,2012-08-17,2010-04-16,2010-04-19,"Estimate",2012-06-25,2012-08-01,"Estimate",NA,NA,NA,2012-08-17,2012-08-30,"Estimate",2010-04-01,NA,2010-04-30,2012-08-01,2012-08-31,2011-01-01,"Actual",2011-01-31,2011-01-01,"Actual",2011-01-31,NA,"Interventional",NA,NA,"RestoreSensor Study","RestoreSensor Study","Completed",NA,"N/A",79,"Actual","MedtronicNeuro",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:06:06,2020-07-01 15:06:06,"United States",0,2010,"North America",4976212,"
      The purpose of the study is to gather clinical information on subjects' experiences with and
      without the use of the new feature of the RestoreSensor implantable neurostimulator (INS).
","Industry","Industry",NA,NA,"0","0","yes","Before",76,"small",0.0958125,NA,NA,19.9388454746733,7217.5,25.498053703012,88.0561720559034,23.5166398625517,92.9169082759636,86.3379832974253,88.63,11.37,44109.8,"Alabama,California,Minnesota,Nevada,New Jersey,Oregon,Texas,Texas,Texas,Utah","278,808,71,80,243,18,624,624,624,14",338.4,39.34,22.75,9.725,6084847.7,64.165,11.81,NA,0.583,"Mixed","2","2","1","1","2","3","2","2","2","2","0","2","2","1","2","1","1","2",82.56,65.29,85.11663,18.33538,55.36,66.295,5559260.6,81.4743825228,51080.6,18.7777777777778,1383010.4,15.15,9.42631630598292,"1","0","1","1","2","1","2","0","1","2","1","2","2"
"389","NCT01106846",809,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-16,2015-06-18,NA,2015-07-20,2010-04-19,2010-04-20,"Estimate",2015-07-16,2015-07-20,"Estimate",NA,NA,NA,2015-07-20,2015-08-07,"Estimate",2010-03-01,NA,2010-03-31,2015-07-01,2015-07-31,2013-03-01,"Actual",2013-03-31,2013-03-01,"Actual",2013-03-31,NA,"Interventional",NA,NA,"Analgesic Effect of Ketamine in Patients Undergoing Hysteroscopic Endometrial Thermal Ablation Surgery","Analgesic Effect of Ketamine in Patients Undergoing Hysteroscopic Endometrial Thermal Ablation Surgery","Terminated",NA,"N/A",22,"Actual","Northwestern University","Study was terminated early.",2,NA,"Resources not available to complete.",FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:05:55,2020-07-01 15:05:55,"United States",0,2010,"North America",4976178,"
      Hypothesis: The intraoperative administration of ketamine will result in a 30% reduction in
      opiate requirement following endometrial ablation surgery and the intraoperative
      administration of ketamine will result in a decreased time to meet discharge criteria in the
      PACU following endometrial ablation surgery.

      The research question is ""Does intraoperative administration of ketamine result in decreased
      postoperative opiate requirement and time to discharge from the postanesthesia recovery unit
      (PACU) following hysteroscopic endometrial ablation"".
","Other","Non-Industry",NA,NA,"0","0","yes","Before",22,"small",0.142,"Mixed","Non-Government",45.6900602164346,10460,21.7419085106383,86.7042844980527,22.1034066712746,91.6393688615911,85.4066304066304,92.6,7.4,38573,"Illinois,Illinois","532,532",532,38.4,43,17.1,5388066,65.175,10.9,"1",0.51,"D","0","2","2","3","2","1","1","1","1","1","2","0","3","3","1","2","1","1",79.9,65.2,87.2843,19.2183,47.8,68.75,5297593,85.160547725,50728,26,1838731,14.1,6.03837995473793,"0","0","2","1","0","2","2","1","1","3","2","2","0"
"390","NCT01114997",813,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-23,2016-05-16,NA,2016-09-28,2010-04-30,2010-05-03,"Estimate",2016-05-16,2016-06-23,"Estimate",NA,NA,NA,2016-09-28,2016-11-03,"Estimate",2010-04-01,NA,2010-04-30,2016-09-01,2016-09-30,2015-06-01,"Actual",2015-06-30,2015-06-01,"Actual",2015-06-30,NA,"Interventional",NA,NA,"Effect of Lidocaine and Esmolol to Improve the Quality of Recovery","Effect of Lidocaine and Esmolol Alone or in Combination to Improve the Quality of Recovery, Maintaining Hemodynamic Stability During Abdominal Surgery","Terminated",NA,"Phase 4",32,"Actual","Cedars-Sinai Medical Center",NA,3,NA,"The early report didn't show any benefit.",FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,2020-07-01 15:04:05,2020-07-01 15:04:05,"United States",0,2010,"North America",4975554,"
      The purpose of this prospective, randomized, double-blinded, active-controlled study is:

      To assess the effectiveness of systemic administration of lidocaine and esmolol in
      combination (vs. either drug alone) will result in improved postoperative outcomes for
      patients undergoing abdominal surgery (e.g., less pain and postoperative constipation, nausea
      and vomiting, faster return of bowel function, resumption of normal activities of daily
      living), leading to a shorten length of hospital stay, maintaining hemodynamic stability
      during general anesthesia, when administered as intravenous adjuvants
","Other","Non-Industry","Phase 4","Late Phase","0","0","no","Before",32,"small",0.0579,"NON-PROFIT","Non-Government",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"0",0.49,"D","0","2","0","2","3","2","3","3","3","3","1","3","3","2","3","0","2","0",83.6,64.9,81.0994,19.2392,48.6,56.1,13688147,80.617178135,54283,29,2154356,16.3,14.2617707647834,"1","0","0","1","0","0","3","0","2","3","2","3","3"
"391","NCT01115569",816,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-30,2014-02-04,2012-07-18,2014-03-25,2010-05-03,2010-05-04,"Estimate",2014-03-25,2014-04-25,"Estimate",2012-08-06,2012-08-15,"Estimate",2014-03-25,2014-04-25,"Estimate",2010-05-01,NA,2010-05-31,2014-03-01,2014-03-31,2012-01-01,"Actual",2012-01-31,2012-01-01,"Actual",2012-01-31,NA,"Interventional",NA,NA,"Long-Term Study of Hydrocodone Bitartrate Controlled-release Capsules in Subjects With Chronic Pain","A Long-Term Open-Label Safety Study of Hydrocodone Bitartrate Controlled-Release Capsules With Flexible Dosing to Treat Subjects With Moderate to Severe Chronic Pain","Completed",NA,"Phase 3",424,"Actual","Zogenix, Inc.",NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:03:59,2020-07-01 15:03:59,"United States",1,2010,"North America",4975510,"
      This Phase 3, multi-center study will evaluate the long-term safety and tolerability of
      hydrocodone bitartrate controlled release capsule (HC-CR) at daily doses of 40 mg or more in
      subjects with moderate to severe chronic pain. Long-term maintenance of HC-CR efficacy will
      be evaluated.
","Industry","Industry","Phase 3","Late Phase","1","1","yes","Before",638,"large",0.119853846153846,"Mixed","Non-Government",23.0319935383669,6489.5,22.7701385065314,87.489564034591,22.6450210585363,91.8265425084824,85.0368601019059,89.918,10.082,42914.18,"Arizona,Arizona,Arizona,Arkansas,California,California,California,California,Colorado,Connecticut,Florida,Florida,Florida,Florida,Georgia,Georgia,Georgia,Idaho,Illinois,Kansas,Kansas,Louisiana,Louisiana,Massachusetts,Massachusetts,Mississippi,Missouri,Missouri,Montana,New Mexico,New York,New York,North Carolina,Ohio,Ohio,Ohio,Oklahoma,Oklahoma,Pennsylvania,Pennsylvania,Rhode Island,Texas,Texas,Texas,Texas,Texas,Utah,Utah,Virginia,Washington","60,60,60,106,808,808,808,808,52,41,620,620,620,620,542,542,542,1,532,60,60,341,341,45,45,208,318,318,1,8,292,292,264,368,368,368,140,140,308,308,7,624,624,624,624,624,14,14,249,79",326.52,38.876,23.1136363636364,11.6295454545455,5384625.54,64.8795,12.888,NA,0.5646,"Mixed","3","2","1","2","1","2","2","1","1","1","0","1","2","1","1","1","3","2",81.46,64.754,85.801728,17.79124,54.604,66.978,5035132.24,82.96864671186,48391.68,15,1409846.3,15.722,9.16935875174665,"0","0","2","1","1","2","2","0","0","1","1","3","1"
"392","NCT01115673",817,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-30,2012-01-04,NA,2012-04-26,2010-05-03,2010-05-04,"Estimate",2012-04-26,2012-05-28,"Estimate",NA,NA,NA,2012-04-26,2012-05-28,"Estimate",2010-06-01,NA,2010-06-30,2012-04-01,2012-04-30,2011-01-01,"Actual",2011-01-31,2011-01-01,"Actual",2011-01-31,NA,"Interventional",NA,NA,"To Evaluate the Safety and Efficacy of Acetaminophen 650 mg and 1000mg in Dental Pain After Surgery","A Single-Center, Randomized, Double-Blind, Placebo-Controlled, Single-Dose, Safety and Efficacy Study of Acetaminophen 1000 mg and Acetaminophen 650 mg in Post Operative Dental Pain","Completed",NA,"Phase 3",540,"Actual","Johnson & Johnson Consumer and Personal Products Worldwide","Analysis is based on the Intent-to-Treat (ITT) set, which included all subjects who were randomized, took study medication, did not vomit within 60 minutes after dosing, and had a baseline pain score and at least one post-randomization assessment.",3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:03:57,2020-07-01 15:03:57,"United States",1,2010,"North America",4975502,"
      The objective of this study is to evaluate the safety and efficacy of acetaminophen 650 mg
      and acetaminophen 1000 mg in dental surgery.
","Industry","Industry","Phase 3","Late Phase","1","1","no","Before",540,"large",0.0119,"PROPRIETARY","Non-Government",15.8792544036682,1574,23.1071315789474,88.5118676712174,22.4551067807172,96.2726626555477,90.2608895874421,90.3,9.7,41752,"Utah","14",14,39.6,NA,NA,1133521,71.825,7.9,NA,0.64,"R","3","2","0","1","0","2","2","1","3","3","1","1","0",NA,"0","3","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","NCT01118988",825,"ClinicalTrials.gov processed this data on June 30, 2020",2010-04-27,2016-02-10,NA,2016-08-04,2010-05-06,2010-05-07,"Estimate",2016-02-10,2016-03-09,"Estimate",NA,NA,NA,2016-08-04,2016-09-30,"Estimate",2009-12-01,NA,2009-12-31,2016-08-01,2016-08-31,2011-06-01,"Actual",2011-06-30,2011-06-01,"Actual",2011-06-30,NA,"Interventional",NA,NA,"Peer Mentorship: An Intervention To Promote Effective Pain Self-Management In Adolescents","Peer Mentorship: An Intervention To Promote Effective Pain Self-Management In Adolescents","Completed",NA,"N/A",27,"Actual","University of California, Los Angeles",NA,3,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 15:03:13,2020-07-01 15:03:13,"United States",1,2009,"North America",4975252,"
      This protocol matches child subjects with peer mentors of similar age who have learned to
      function successfully with a chronic pain disorder. The trained mentors will present
      information to the subjects in a supervised and monitored interaction via telephone and
      computer for 2 months and encourage participation in skill-building programs. Children will
      be tested for improvement in pain and functioning at 2 months and again at 4 months to see if
      improvements persist. The investigators hypothesize that children who received peer mentor
      support will show more improvement in pain and functioning at 2 and 4 months into treatment
      than those in a control group who do not receive mentor support.
","Other","Non-Industry",NA,NA,"1","1","no","Before",27,"small",0.0579,"GOVERNMENT","Government",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"0",0.49,"D","0","1","0","2","3","2","3","3","3","3","1","3","3","2","3","0","2","0",83.6,75.6,81.0994,19.2392,51.8,56.95,1311457,80.6588206536358,56134,41,2154356,15.3,14.2617707647834,"1","2","0","1","0","0","0","0","2","3","2","2","3"
