"","nct_id","...1","study_type","phase","start_date","completion_date","official_title","enrollment","agency_class","classification","White_percent","Black_percent","POC_percent","Black_POC_percent","female_percent","total_sex","start_year","end_year","years_passed","countries","vi","Countries_name","funding","start_year_binary","id","name","drugs","opioids","N_total","White_N","Black_N","POC_N","Black_POC_N","phase_binary","pain_type","special_population","Black_percent_2","multiple_locations","Location_Black_Percent","Location_Black_N","Nature","kids_2","Nature_2","female_2","veterans_2","Mean_Trips","Mean_Vehicles","Mean_Cost","Mean_Black_highschool","Mean_Black_bachelor","Mean_Computer","Mean_Internet","Mean_insurance","Mean_uninsured","Black_diff","Median_Black_Income","state","body_count","Mean_body_count","Mean_hours_work_Black","Mean_weeks_unemployed_black_2","Median_weeks_unemployed_black_2","Mean_housing_units","Mean_homeowner_rates","Mean_poverty_rates","bi_year","diverse_index","Mean_Religious","State_politics","N_binary","Mean_total_bachelor","acute_2","chronic_2","cancer_2","N_total_quartile","start_year_quartile","Location_Black_Percent_quartile","Mean_Trips_quartile","Mean_Vehicles_quartile","Mean_Cost_quartile","Mean_Black_highschool_quartile","Mean_Black_bachelor_quartile","Mean_Computer_quartile","Mean_Internet_quartile","Mean_insurance_quartile","Median_Black_Income_quartile","Mean_body_count_quartile","Mean_weeks_unemployed_black_2_quartile","Mean_housing_units_quartile","Mean_homeowner_rates_quartile","Mean_poverty_rates_quartile","Mean_Religious_quartile","Mean_Computer_Overtime","Mean_Internet_Overtime","Mean_Highschool_Overtime","Mean_Bachelor_Overtime","Mean_Employment_Overtime","Mean_Homeownership_Overtime","Mean_Housing_Overtime","Mean_Insurance_Overtime","Mean_MedianIncome_Overtime","Mean_body_Overtime","Mean_Population_Overtime","Mean_Poverty_Overtime","Mean_Transport_Overtime","Mean_Computer_Overtime_quartile","Mean_Internet_Overtime_quartile","Mean_Highschool_Overtime_quartile","Mean_Bachelor_Overtime_quartile","Mean_Employment_Overtime_quartile","Mean_Homeownership_Overtime_quartile","Mean_Housing_Overtime_quartile","Mean_Insurance_Overtime_quartile","Mean_MedianIncome_Overtime_quartile","Mean_body_Overtime_quartile","Mean_Population_Overtime_quartile","Mean_Poverty_Overtime_quartile","Mean_Transport_Overtime_quartile","elderly_2","Mean_Total_Population_Overtime","special_population_2"
"84","NCT01010633",NA,"Interventional","Phase 3",2009-11-30,2010-08-31,NA,406,"Industry",NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,"North America",NA,"United States","Industry",NA,4983441,NA,NA,"Non-opioids",406,358,36,12,48,"Late Phase","acute",NA,8.86699507389163,"no",0.1566,3065470,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",202.884364842149,20351,24.2147890625,84.6531632829577,24.9827276206052,91.0321739581328,85.5337589965215,94.8,5.2,"0",48557,"New York","292",292,38.4,37,17.8,8404381,52,11.8,"Before","0",0.46,"D","large",37.275328091991,"acute","non-chronic","non-cancer","3","1","2","3","3","3","0","2","0","1","3","2","1","3","2","0","1","0",81.3,76.9,85.0733,18.8331,51.1,54.375,897343,85.8831174991195,50216,17,2792447,15.8,6.33298278377812,"0","2","1","1","0","0","0","1","1","2","3","3","0","non-elderly",14.3997846978615,"general"
"85","NCT01011816",NA,"Interventional","Phase 3",2010-03-31,2013-05-31,"A Multicenter, Randomized, Blinded, Saline-Controlled Trial of Resorbable Biologic Disc Augmentation for Treatment of Symptomatic Lumbar Internal Disc Disruption (IDD) With the Biostat® System",220,"Industry",NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,"North America",NA,"United States","Industry",NA,4983350,NA,NA,"Non-opioids",220,199,17,4,21,"Late Phase","chronic",NA,7.72727272727273,"yes",0.158114285714286,1625254.28571429,"Mixed","non-kids","Non-Government","non-female","non-veterans",19.5343609773206,9028.3,22.0370907316517,87.27984858289,22.9785245987767,91.8997301687122,85.7552395450745,91.34,8.66,"0",44510.55,"Alabama,Arizona,California,California,California,California,Florida,Illinois,Maryland,Minnesota,Mississippi,North Carolina,Ohio,Ohio,Pennsylvania,Pennsylvania,Texas,Virginia,Virginia,Washington","278,60,808,808,808,808,620,532,269,71,208,264,368,368,308,308,624,249,249,79",404.35,38.9,22.4,10.29,6622829.5,65.0525,12.43,"Before","0",0.5645,"Mixed","small",32.9222582879611,"non-acute","chronic","non-cancer","3","2","3","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2",81.81,65.165,85.6841,17.981395,51.725,66.95125,6271589.75,83.7981162328,50541.5,16.6,1578680.5,14.975,9.93459317420488,"1","0","2","1","0","2","2","0","1","2","1","2","2","non-elderly",13.6825053608392,"general"
"86","NCT01015053",138,"Interventional",NA,2009-11-30,2011-11-30,"Postoperative Pain After Pediatric Umbilical Hernia Repair: a Randomized Clinical Trial of Ultrasound-guided Bilateral Rectus Sheath Blocks Versus Local Anesthetic Infiltration",53,"Other",NA,38,25,37,62,50,NA,2009,2011,2,"North America",0,"United States","Non-Industry","Earlier 2013",4983103,"bilateral ultrasound-guided rectus sheath block, Wound infiltration",0,"Non-opioids",52,20,13,19,32,NA,"acute","kids",25,"yes",0.0763,522357,"PROPRIETARY","kids","Non-Government","non-female","non-veterans",58.5333760063061,4954,20.3650436363636,86.6488909743447,30.2046212572762,92.5748748513401,88.2491152808066,97,3,"1",51842,"Massachusetts,Massachusetts","45,45",45,39.3,23.6,13.5,2928732,61.325,9.8,"Before","1",0.33,"D","small",44.4377437165865,"acute","non-chronic","non-cancer","1","1","0","3","1","0","1","3","2","3","3","3","0","1","0","0","0","0",85.8,81.7,89.054,22.2431,51.5,65.125,2371293,95.6973429902215,59373,3,410795,10.8,9.2587366295912,"1","3","3","2","0","1","1","3","3","0","0","0","2","non-elderly",6.26474130787064,"kids"
"87","NCT01025752",141,"Interventional",NA,2011-05-31,2016-04-30,"IVR-based Cognitive Behavior Therapy for Chronic Low Back",134,"U.S. Fed","United States",64,26,10,36,22,125,2011,2016,5,"North America",0,"United States","Non-Industry","Earlier 2013",4982294,"Face to face cognitive behavior therapy, IVR based cognitive behavioral therapy",0,"Non-opioids",125,80,32,13,45,NA,"chronic",NA,25.6,"no",0.1072,383416,"GOVERNMENT","non-kids","Government","non-female","non-veterans",11.3292436232018,1475,22.4784368421053,88.0308410862301,22.9153127921748,92.3056381781412,87.3243851803261,94.1,5.9,"1",49000,"Connecticut","41",41,37.4,38.1,43.2,1524992,64.25,9.9,"After","0",0.43,"D","small",39.6963200211786,"non-acute","chronic","non-cancer","2","2","1","1","0","1","2","2","2","2","2","3","0","3","0","1","0","0",88.3766067526777,84.4,89.0157,20.5814,55.8,70.625,1491803,91.395160279,65415,1,338670,10.1,10.6706250487306,"2","3","3","2","2","3","0","3","3","0","0","0","2","non-elderly",9.45818272303055,"general"
"88","NCT01035047",142,"Interventional",NA,2010-01-31,2012-08-31,"Randomized Investigation of Chest Pain Diagnostic Strategies",105,"Other",NA,63,33,4,37,46,NA,2010,2012,2,"North America",0,"United States","Non-Industry","Earlier 2013",4981588,"Clinical decision unit care, coupled with cardiac MRI",0,"Non-opioids",105,68,35,2,37,NA,"cardio",NA,33.3333333333333,"no",0.2144,2200760,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",6.85852263538856,3932,19.626534375,86.6484511796544,21.4244776562496,91.1145518013476,83.7164639686858,88.7,11.3,"1",39108,"North Carolina","264",264,38.5,25.5,12.6,4747943,65.05,14.1,"Before","0",0.65,"R","small",31.8954262899941,"non-acute","non-chronic","non-cancer","2","2","3","0","1","0","1","1","1","0","0","1","1","2","1","1","3","3",79.1,62.8,84.8339,17.7204,52.4,69.475,4334128,82.883511837,43830,7,2023810,17.4,8.40197402658067,"0","0","1","0","1","2","1","0","0","0","2","3","1","non-elderly",21.1661112132563,"general"
"89","NCT01055639",NA,"Interventional","Phase 2",2010-02-28,2013-09-30,"Telehealth Therapy for Chronic Pain",126,"U.S. Fed",NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,"North America",NA,"United States","Non-Industry",NA,4980074,NA,NA,"Non-opioids",126,71,35,20,55,"Early Phase","chronic",NA,27.7777777777778,"no",0.0579,2274110,"GOVERNMENT","non-kids","Government","non-female","non-veterans",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,"1",51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"Before","0",0.49,"D","small",34.3650287791398,"non-acute","chronic","non-cancer","2","2","0","2","3","2","3","3","3","3","2","3","3","2","3","0","2","0",83.6,64.9,81.0994,19.2392,48.6,56.1,13688147,80.617178135,54283,29,2154356,16.3,14.2617707647834,"1","0","0","1","0","0","3","0","2","3","2","3","3","non-elderly",5.76811979363611,"general"
"90","NCT01058265",NA,"Interventional","N/A",2009-10-31,2010-12-31,"Effect of an Integrative Medicine Consultation on Outcome for Patients With Pain or Fatigue",47,"Other",NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,"North America",NA,"United States","Non-Industry",NA,4979874,NA,NA,"Non-opioids",47,42,4,1,5,NA,"chronic",NA,8.51063829787234,"no",0.045,317462,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",13.1690644369743,2618,21.9949418181818,89.8384852939726,25.0101131688258,93.3056955655765,86.6387024886614,88.7,11.3,"1",47386,"Arizona","60",60,38.2,10.3,7.8,3075981,65.825,14.4,"Before","0",0.53,"R","small",29.6115954315844,"non-acute","chronic","non-cancer","1","1","0","1","0","1","3","2","3","2","0","2","0","0","1","2","3","1",84.2,74.3,85.7143,17.0129,50.8,68.95,304426,81.0517003068053,45739,1,248863,21.2,6.01721550623265,"1","1","2","0","0","2","0","0","0","0","0","3","0","non-elderly",3.88015598394509,"general"
"91","NCT01064661",144,"Interventional",NA,2010-02-28,2012-02-29,"Physiological Effects of Probiotic Bacteria Lactobacillus Acidophilus NCFM Alone Versus a Combination With Bifidobacterium Lactids - LBi07 in Patients With Mild to Moderate Abdominal Pain/Discomfort and Bloating",22,"Industry",NA,100,0,0,0,100,NA,2010,2012,2,"North America",0,"United States","Industry","Earlier 2013",4979388,"Single probiotic arm of L-NCFM alone, Blend probiotic arm of L-NCFM and B-LBi07",0,"Non-opioids",22,22,0,0,0,NA,"chronic","female",0,NA,NA,NA,NA,"non-kids",NA,"female","non-veterans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Before","1",NA,NA,"small",NA,"non-acute","chronic","non-cancer","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-elderly",NA,"female"
"92","NCT01067144",145,"Interventional","Phase 3",2010-05-31,2016-07-31,"Stanford Accelerated Recovery Trial (START)",422,"Other",NA,74,4,22,26,61,NA,2010,2016,6,"North America",0,"United States","Non-Industry","Earlier 2013",4979199,"Gabapentin, Lorazepam (active control), Placebo (inactive)",1,"Non-opioids",371,275,16,80,96,"Late Phase","chronic",NA,4.31266846361186,"no",0.0579,2274110,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,"0",51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"Before","0",0.49,"D","large",34.3650287791398,"non-acute","chronic","non-cancer","3","2","0","2","3","2","3","3","3","3","2","3","3","2","3","0","2","0",83.6,64.9,81.0994,19.2392,48.6,56.1,13688147,80.617178135,54283,29,2154356,16.3,14.2617707647834,"1","0","0","1","0","0","3","0","2","3","2","3","3","non-elderly",5.76811979363611,"general"
"93","NCT01087489",147,"Interventional",NA,2010-04-30,2011-06-30,"Clinical Comparison of Two Anesthetic Preparations for Intravitreal Injection",53,"U.S. Fed","United States",77,6,17,23,4,NA,2010,2011,1,"North America",0,"United States","Non-Industry","Earlier 2013",4977653,"4% lidocaine, 3.5% ophthalmic lidocaine gel",1,"Non-opioids",48,37,3,8,11,NA,"acute",NA,6.25,"no",0.1607,3359030,"GOVERNMENT","non-kids","Government","non-female","non-veterans",10.8520119990814,7664,22.4099354166667,83.6675053704509,20.0425132752181,93.1995588371443,85.4328926528048,86.8,13.2,"0",41702,"Florida","620",620,39.4,22.6,10.8,9673682,66.025,13.6,"Before","0",0.54,"R","small",30.4516559104648,"acute","non-chronic","non-cancer","1","2","3","1","2","1","0","0","3","1","0","1","3","1","3","2","3","1",81.4,66.2,85.9484,16.5154,52.5,69.225,8995100,79.306725454,44066,26,2875804,16,10.0831815208954,"0","0","2","0","1","2","3","0","0","3","3","3","2","non-elderly",15.261658159499,"general"
"94","NCT01094301",NA,"Interventional","N/A",2010-04-30,2017-07-25,"A Prospective Multi-Center Pilot Study of the SPR™ System for the Treatment of Post-Stroke Shoulder Pain",28,"Industry",NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,"North America",NA,"United States","Industry",NA,4977132,NA,NA,"Non-opioids",28,14,14,NA,14,NA,"chronic",NA,50,"yes",0.151725,2035770,"Mixed","non-kids","Non-Government","non-female","non-veterans",62.4554873981139,9079.5,22.1599043312697,86.0798423265911,20.9422978232161,90.5738724790679,84.6857320833973,92.775,7.225,"1",39845.75,"New York,North Carolina,Ohio,Pennsylvania","292,264,368,308",308,38.45,24.875,11.625,6029455.25,63.6125,12.55,"Before",NA,0.555,"Mixed","small",32.4592026212544,"non-acute","chronic","non-cancer","0","2","2","3","2","1","1","1","0","0","2","1","2","2","2","1","2","2",80.3,64.425,86.746125,17.14505,50.55,66.45625,5787258.25,85.810719723,46952.75,10.5,1883603.75,15.25,8.70457511373112,"0","0","2","0","0","2","2","1","0","1","2","2","1","non-elderly",14.5172188253861,"general"
"95","NCT01094366",150,"Interventional","Phase 4",2010-04-30,2012-11-30,"An Evaluation of the Paracervical Block for Pain Control in First Trimester Surgical Abortion",121,"Other",NA,66.7,5.8,27.5,33.3,100,NA,2010,2012,2,"North America",0,"United States","Non-Industry","Earlier 2013",4977127,"Paracervical Block, Sham Paracervical Block",0,"Non-opioids",120,80,7,33,40,"Late Phase","acute","female",5.83333333333333,"no",0.0191,78679,"NON-PROFIT","non-kids","Non-Government","female","non-veterans",29.9686163978885,2691,21.7010141509434,88.5981383084975,27.5718109544165,94.3852426028864,88.1124219799947,92.8,7.2,"1",41773,"Oregon","18",18,38.7,NA,NA,1808465,62.375,10.6,"Before","0",0.48,"D","small",34.2300108729167,"acute","non-chronic","non-cancer","2","2","0","2","0","1","2","3","3","3","2","1","0",NA,"0","0","0","0",87,70.5,89.3255,18.3022,47.8,66.25,1677303,83.979927418,50602,2,66777,14.3,14.574172019163,"2","1","3","1","0","1","0","1","1","0","0","2","3","non-elderly",1.73945683684397,"female"
"96","NCT01098747",151,"Interventional","Phase 3",2010-04-30,2010-08-31,"Evaluation Of The Efficacy Of A Novel Ibuprofen Formulation In The Treatment Of Post-Surgical Dental Pain: Study I",335,"Industry",NA,95,1,4,5,51,NA,2010,2010,0,"North America",0,"United States","Industry","Earlier 2013",4976795,"Novel Ibuprofen, Standard Ibuprofen, Standard Ibuprofen, Placebo",1,"Non-opioids",316,301,1,14,15,"Late Phase","acute",NA,0.316455696202532,NA,NA,NA,NA,"non-kids",NA,"non-female","non-veterans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Before",NA,NA,NA,"large",NA,"acute","non-chronic","non-cancer","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-elderly",NA,"general"
"97","NCT01115569",152,"Interventional","Phase 3",2010-05-31,2012-01-31,"A Long-Term Open-Label Safety Study of Hydrocodone Bitartrate Controlled-Release Capsules With Flexible Dosing to Treat Subjects With Moderate to Severe Chronic Pain",424,"Industry","United States",81,17,2,19,56,638,2010,2012,2,"North America",0,"United States","Industry","Earlier 2013",4975510,"Hydrocodone Bitartrate",1,"Opioids",638,518,107,13,120,"Late Phase","chronic",NA,16.7711598746081,"yes",0.119853846153846,1157040.34615385,"Mixed","non-kids","Non-Government","non-female","non-veterans",23.0319935383669,6489.5,22.7701385065314,87.489564034591,22.6450210585363,91.8265425084824,85.0368601019059,89.918,10.082,"1",42914.18,"Arizona,Arizona,Arizona,Arkansas,California,California,California,California,Colorado,Connecticut,Florida,Florida,Florida,Florida,Georgia,Georgia,Georgia,Idaho,Illinois,Kansas,Kansas,Louisiana,Louisiana,Massachusetts,Massachusetts,Mississippi,Missouri,Missouri,Montana,New Mexico,New York,New York,North Carolina,Ohio,Ohio,Ohio,Oklahoma,Oklahoma,Pennsylvania,Pennsylvania,Rhode Island,Texas,Texas,Texas,Texas,Texas,Utah,Utah,Virginia,Washington","60,60,60,106,808,808,808,808,52,41,620,620,620,620,542,542,542,1,532,60,60,341,341,45,45,208,318,318,1,8,292,292,264,368,368,368,140,140,308,308,7,624,624,624,624,624,14,14,249,79",326.52,38.876,23.1136363636364,11.6295454545455,5384625.54,64.8795,12.888,"Before",NA,0.5646,"Mixed","large",31.9371778739728,"non-acute","chronic","non-cancer","3","2","1","2","1","2","2","1","1","1","1","1","2","1","2","1","3","2",81.46,64.754,85.801728,17.79124,54.604,66.978,5035132.24,82.96864671186,48391.68,15,1409846.3,15.722,9.16935875174665,"0","0","2","1","1","2","2","0","0","1","1","3","1","non-elderly",11.7838707434404,"general"
"98","NCT01118988",155,"Interventional",NA,2009-12-31,2011-06-30,"Peer Mentorship: An Intervention To Promote Effective Pain Self-Management In Adolescents",27,"Other",NA,59,11,30,41,70,NA,2009,2011,2,"North America",0,"United States","Non-Industry","Earlier 2013",4975252,"Mentorship",0,"Non-opioids",27,16,3,8,11,NA,"chronic","kids",11.1111111111111,"no",0.0579,2274110,"GOVERNMENT","kids","Government","non-female","non-veterans",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,"1",51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,"Before","0",0.49,"D","small",34.3650287791398,"non-acute","chronic","non-cancer","0","1","0","2","3","2","3","3","3","3","2","3","3","2","3","0","2","0",83.6,75.6,81.0994,19.2392,51.8,56.95,1311457,80.6588206536358,56134,41,2154356,15.3,14.2617707647834,"1","2","0","1","0","0","0","0","2","3","2","2","3","non-elderly",5.76811979363611,"kids"
"99","NCT01123382",157,"Interventional",NA,2010-01-31,2013-02-28,"Electrical Stimulation for Hemiplegic Shoulder Pain",25,"Other","United States",44,52,4,56,52,25,2010,2013,3,"North America",0,"United States","Non-Industry","Earlier 2013",4974915,"Intramuscular Electrical Stimulator, Outpatient Therapy",0,"Non-opioids",25,13,11,1,12,NA,"chronic",NA,44,"no",0.1241,1446190,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",7.98407802392024,4507,25.7839386792453,85.3764780439716,17.5875722433769,90.5656773262732,84.8145907165702,93.4,6.6,"1",33158,"Ohio","368",368,38.6,19.3,7.3,5232869,68.175,12.8,"Before","1",0.58,"R","small",28.8464382806458,"non-acute","chronic","non-cancer","0","2","2","0","1","3","0","0","0","1","2","0","2","0","1","2","2","2",78.6,63.5,88.3686,15.5867,50.4,69.75,5128641,86.377182247,45886,12,1394897,15.4,7.8918800096186,"0","0","2","0","0","3","2","1","0","1","1","3","1","non-elderly",12.0914961293086,"general"
"100","NCT01156142",161,"Interventional","Phase 3",2010-12-31,2015-03-02,"A Randomized Double-Blind Study of Doxepin Rinse Versus Placebo in the Treatment of Acute Oral Mucositis Pain in Patients Receiving Radiotherapy With or Without Chemotherapy",155,"NIH","United States",90,5,5,10,20,NA,2010,2015,5,"North America",0,"United States","Non-Industry","Earlier 2013",4972428,"doxepin hydrochloride, placebo",1,"Non-opioids",140,126,7,7,14,"Late Phase","cancer",NA,5,"yes",0.10279375,982745.9375,"Mixed","non-kids","Non-Government","non-female","non-veterans",10.5736516725359,3473.31666666667,19.8409705601785,84.8946839132884,19.3884096964182,91.3233046772958,85.0482576125724,93.5841666666667,6.41583333333333,"0",35726.1333333333,"Arizona,Connecticut,Florida,Georgia,Idaho,Illinois,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Indiana,Iowa,Iowa,Iowa,Massachusetts,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Michigan,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota,Nebraska,Nebraska,Nebraska,Nebraska,Nebraska,Nebraska,North Dakota,North Dakota,North Dakota,North Dakota,North Dakota,North Dakota,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Ohio,Virginia,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin,Wisconsin","60,41,620,542,1,532,144,144,144,144,144,144,144,144,144,144,144,144,144,34,34,34,45,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,33,33,33,33,33,33,1,1,1,1,1,1,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,249,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96",177.983333333333,38.7991666666667,18.0309090909091,8.53181818181818,3377970.82051282,69.3635416666667,10.6666666666667,"Before","0",0.519416666666667,"Mixed","small",31.1676385406925,"non-acute","non-chronic","cancer","2","2","1","1","1","0","0","0","1","1","2","0","0","0","1","3","0","1",81.635,67.1758333333333,89.5660125,17.6234175,51.2241666666667,71.6141666666667,3218121.96666667,87.819267657875,48943.75,7.75892857142857,769169.833333333,13.3583333333333,8.424873513483,"0","0","3","0","0","3","1","2","1","1","0","1","1","non-elderly",8.88479471566527,"general"
"101","NCT01162304",162,"Interventional","Phase 4",2010-03-31,2013-12-31,"Open-Label Trial Comparing Oxycodone Medications for Effectiveness and Satisfaction (OUTCOMES)",18,"Other","United States",50,11,39,50,61,18,2010,2013,3,"North America",0,"United States","Non-Industry","Earlier 2013",4971960,"Extended Release Oxycodone, Immediate Release Oxycodone",1,"Opioids",18,9,2,7,9,"Late Phase","chronic",NA,11.1111111111111,"no",0.1566,3065470,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",202.884364842149,20351,24.2147890625,84.6531632829577,24.9827276206052,91.0321739581328,85.5337589965215,94.8,5.2,"0",48557,"New York","292",292,38.4,37,17.8,8404381,52,11.8,"Before","0",0.46,"D","small",37.275328091991,"non-acute","chronic","non-cancer","0","2","2","3","3","3","0","2","0","1","3","2","1","3","2","0","1","0",81.3,64.3,85.0733,18.8331,51.5,54.45,8115218,84.916585934,49781,6,2792447,16,6.33298278377812,"0","0","1","1","0","0","3","1","1","0","3","3","0","non-elderly",14.3997846978615,"general"
"102","NCT01168986",163,"Interventional","Phase 1/Phase 2",2009-09-30,2015-05-31,"The Effectiveness of a Mechanical Manual Therapy Device in the Treatment of Neck Pain",62,"Other","United States",66,13,21,34,76,62,2009,2015,6,"North America",0,"United States","Non-Industry","Earlier 2013",4971448,"Pulstar Multiple Impulse Therapy, Exercise",0,"Non-opioids",62,41,8,13,21,"Early Phase","chronic",NA,12.9032258064516,"no",0.1607,3359030,"GOVERNMENT","non-kids","Government","non-female","non-veterans",10.8520119990814,7664,22.4099354166667,83.6675053704509,20.0425132752181,93.1995588371443,85.4328926528048,86.8,13.2,"0",41702,"Florida","620",620,39.4,22.6,10.8,9673682,66.025,13.6,"Before","0",0.54,"R","small",30.4516559104648,"non-acute","chronic","non-cancer","1","1","3","1","2","1","0","0","3","1","0","1","3","1","3","2","3","1",81.4,75,85.9484,16.5154,54.5,70.9,295409,78.288724554533,45631,33,2875804,14.6,10.0831815208954,"0","1","2","0","1","3","0","0","0","3","3","2","2","non-elderly",15.261658159499,"general"
"103","NCT01172600",NA,"Interventional","N/A",2011-01-31,2013-03-31,"Effect of Nitrous Oxide in Treating Neuropathic Pain: A Pilot Study in Chronic Low Back Pain Patients",78,"Other",NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,"North America",NA,"United States","Non-Industry",NA,4971173,NA,NA,"Non-opioids",78,54,24,NA,24,NA,"chronic",NA,30.7692307692308,"no",0.1241,1446190,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",7.98407802392024,4507,25.7839386792453,85.3764780439716,17.5875722433769,90.5656773262732,84.8145907165702,93.4,6.6,"1",33158,"Ohio","368",368,38.6,19.3,7.3,5232869,68.175,12.8,"After","1",0.58,"R","small",28.8464382806458,"non-acute","chronic","non-cancer","1","2","2","0","1","3","0","0","0","1","2","0","2","0","1","2","2","2",85.5477067623717,75,88.3686,15.5867,48.5,68.9,5134668,86.316692631,44648,20,1380254,15.1,7.8918800096186,"1","1","2","0","0","2","2","1","0","2","1","2","1","non-elderly",11.9554773337713,"general"
"104","NCT01194466",168,"Interventional",NA,2011-05-15,2012-08-14,"The Influence of TENS on Mucositis Pain and Function in Head and Neck Cancer Patients: A Randomized and Placebo-Controlled Double Blind Clinical Trial",41,"Other","United States",83,5,12,17,17,41,2011,2012,1,"North America",0,"United States","Non-Industry","Earlier 2013",4969506,"Transcutaneous Electrical Nerve Stimulation (TENS)",0,"Non-opioids",41,34,2,5,7,NA,"cancer",NA,4.8780487804878,"no",0.0371,116359,"GOVERNMENT","non-kids","Government","non-female","non-veterans",7.53602122624231,1756,15.11095,81.5007807726254,12.0289904270487,90.1524048544294,84.0797146086398,95,5,"1",32139,"Iowa","34",34,38.1,NA,NA,NA,69.525,9.2,"After","0",0.55,"R","small",28.6266618238787,"non-acute","non-chronic","cancer","1","2","0","0","0","0","0","0","0","0","3","0","0",NA,NA,"3","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-elderly",2.81297543781506,"general"
